brand,market,category,line,line_code,item,sku,composition,angle,alpha,score,dropbox_path
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","multi-pack","multiple","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_Distillate_2G_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_WeddingCake_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_WeddingCake_45_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_WeddingCake_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_WeddingCake_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_WeddingCake_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_WeddingCake_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_WeddingCake_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Wedding Cake","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_WeddingCake_ThreeQuarters.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_CaliGasOG_45_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_CaliGasOG_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_CaliGas_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_CaliGasOG_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_CaliGasOG_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_CaliGasOG_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Cali Gas OG","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_CaliGasOG_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","multi-pack","multiple","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_Distillate_2G_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","multi-pack","three-quarter","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_LiveResin_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_SuperSourDiesel_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_SuperSourDiesel_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_SuperSourDiesel_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_SuperSourDiesel_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_SuperSourDiesel_45_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_SuperSourDiesel_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_SuperSourDiesel_ThreeQuarters.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Super Sour Diesel","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_SuperSourDiesel_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","multi-pack","three-quarter","y","4.0","Renders/Accessories/Product Displays/Disposable Product Display with Cards_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","multi-pack","multiple","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_Distillate_2G_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_AppleGelatoIce_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_AppleGelatoIce_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_AppleGelatoIce_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_AppleGelatoIce_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_AppleGelatoIce_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_AppleGelatoIce_ThreeQuarters.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Apple Gelato ICE","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_AppleGelatoIce_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_JakeHerer_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_JakeHerer_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_JackHerer_ThreeQuarters.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_JakeHerer_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_JakeHerer_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_JackHerer_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Jack Herer","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_JakeHerer_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","n/a","multiple","y","5.0","Renders/Accessories/Sticker Card/StickerCard_GroupShot_02.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_BlueberryHaze_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_BlueberryHaze_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_BlueberryHaze_ThreeQuarters.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","front","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_BlueberryHaze_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_BlueberryHaze_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_BlueberryHaze_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Blueberry Haze","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_BlueberryHaze_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","lineup","three-quarter","y","4.0","Renders/Accessories/Product Displays/Multiproduct Display THC_45.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","lineup","multiple","y","4.0","Renders/Accessories/Product Displays/Multiproduct Display THC_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","multi-pack","multiple","y","4.0","Renders/Master Case Group Shots/MasterLayout_Disposables_Distillate_2G_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_PurplePunch_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_PurplePunch_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_PurplePunch_Front.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Grey Device/Disposables_Distillate_PurplePunch_45_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Color Device/Disposables_Distillate_PurplePunch_V1.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/CA/CA_Distillate/CA_1G_Distillate_Feb2024/Black and Gold Device/CA_Disposables_Distillate_PurplePunch_Front_V2.png"
"Muha Meds","AZ","disposables","Distallite 1 Grams Dispo","AZ001","Purple Punch","","device-with-packaging","three-quarter","y","3.0","Renders/Disposables/NM/Gen2 Device Renders/NM_1G_Dispos Gen2/NM_1G_Dispos_PurplePunch_ThreeQuarters.png"
"Muha Meds","AZ","cartridges","Distallite 1 Gram Cart","AZ002","Strawberry Runtz","","device-with-packaging","multiple","y","5.0","Renders/Website Images/Carts/Distillate V2/Strawberry Runtz copy.png"
"Muha Meds","AZ","cartridges","Distallite 1 Gram Cart","AZ002","Strawberry Runtz","","multi-pack","multiple","y","4.0","Renders/Master Case Group Shots/MasterLayout_Cartridges_Distillate_V1.png"
